,HSI
2020-09-28,23476.05
2020-09-29,23275.53
2020-09-30,23459.05
2020-10-05,23767.78
2020-10-06,23980.65
2020-10-07,24242.86
2020-10-08,24193.35
2020-10-09,24119.13
2020-10-12,24649.68
2020-10-14,24667.09
2020-10-15,24158.54
2020-10-16,24386.79
2020-10-19,24542.26
2020-10-20,24569.54
2020-10-21,24754.42
2020-10-22,24786.13
2020-10-23,24918.78
2020-10-27,24787.19
2020-10-28,24708.8
2020-10-29,24586.6
2020-10-30,24107.42
2020-11-02,24460.01
2020-11-03,24939.73
2020-11-04,24886.14
2020-11-05,25695.92
2020-11-06,25712.97
2020-11-09,26016.17
2020-11-10,26301.48
2020-11-11,26226.98
2020-11-12,26169.38
2020-11-13,26156.86
2020-11-16,26381.67
2020-11-17,26415.09
2020-11-18,26544.29
2020-11-19,26356.97
2020-11-20,26451.54
2020-11-23,26486.2
2020-11-24,26588.2
2020-11-25,26669.75
2020-11-26,26819.45
2020-11-27,26894.68
2020-11-30,26341.49
2020-12-01,26567.68
2020-12-02,26532.58
2020-12-03,26728.5
2020-12-04,26835.92
2020-12-07,26506.85
2020-12-08,26304.56
2020-12-09,26502.84
2020-12-10,26410.59
2020-12-11,26505.87
2020-12-14,26389.52
2020-12-15,26207.29
2020-12-16,26460.29
2020-12-17,26678.38
2020-12-18,26498.6
2020-12-21,26306.68
2020-12-22,26119.25
2020-12-23,26343.1
2020-12-24,26386.56
2020-12-28,26314.63
2020-12-29,26568.49
2020-12-30,27147.11
2020-12-31,27231.13
2021-01-04,27472.81
2021-01-05,27649.86
2021-01-06,27692.3
2021-01-07,27548.52
2021-01-08,27878.22
2021-01-11,27908.22
2021-01-12,28276.75
2021-01-13,28235.6
2021-01-14,28496.86
2021-01-15,28573.86
2021-01-18,28862.77
2021-01-19,29642.28
2021-01-20,29962.47
2021-01-21,29927.76
2021-01-22,29447.85
2021-01-25,30159.01
2021-01-26,29391.26
2021-01-27,29297.53
2021-01-28,28550.77
2021-01-29,28283.71
2021-02-01,28892.86
2021-02-02,29248.7
2021-02-03,29307.46
2021-02-04,29113.5
2021-02-05,29288.68
2021-02-08,29319.47
2021-02-09,29476.19
2021-02-10,30038.72
2021-02-11,30173.57
2021-02-16,30746.66
2021-02-17,31084.94
2021-02-18,30595.27
2021-02-19,30644.73
2021-02-22,30319.83
2021-02-23,30632.64
2021-02-24,29718.24
2021-02-25,30074.17
2021-02-26,28980.21
2021-03-01,29452.57
2021-03-02,29095.86
2021-03-03,29880.42
2021-03-04,29236.79
2021-03-05,29098.29
2021-03-08,28540.83
2021-03-09,28773.23
2021-03-10,28907.52
2021-03-11,29385.61
2021-03-12,28739.72
2021-03-15,28833.76
2021-03-16,29027.69
2021-03-17,29034.12
2021-03-18,29405.72
2021-03-19,28990.94
2021-03-22,28885.34
2021-03-23,28497.38
2021-03-24,27918.14
2021-03-25,27899.61
2021-03-26,28336.43
2021-03-29,28338.3
2021-03-30,28577.5
2021-03-31,28378.35
2021-04-01,28938.74
2021-04-07,28674.8
2021-04-08,29008.07
2021-04-09,28698.8
2021-04-12,28453.28
2021-04-13,28497.25
2021-04-14,28900.83
2021-04-15,28793.14
2021-04-16,28969.71
2021-04-19,29106.15
2021-04-20,29135.73
2021-04-21,28621.92
2021-04-22,28755.34
2021-04-23,29078.75
2021-04-26,28952.83
2021-04-27,28941.54
2021-04-28,29071.34
2021-04-29,29303.26
2021-04-30,28724.88
2021-05-03,28357.54
2021-05-04,28557.14
2021-05-05,28417.98
2021-05-06,28637.46
2021-05-07,28610.65
2021-05-10,28595.66
2021-05-11,28013.81
2021-05-12,28231.04
2021-05-13,27718.67
2021-05-14,28027.57
2021-05-17,28194.09
2021-05-18,28593.81
2021-05-20,28450.29
2021-05-21,28458.44
2021-05-24,28412.26
2021-05-25,28910.86
2021-05-26,29166.01
2021-05-27,29113.2
2021-05-28,29124.41
2021-05-31,29151.8
2021-06-01,29468
2021-06-02,29297.62
2021-06-03,28966.03
2021-06-04,28918.1
2021-06-07,28787.28
2021-06-08,28781.38
2021-06-09,28742.63
2021-06-10,28738.88
2021-06-11,28842.13
2021-06-15,28638.53
2021-06-16,28436.84
2021-06-17,28558.59
2021-06-18,28801.27
2021-06-21,28489
2021-06-22,28309.76
2021-06-23,28817.07
2021-06-24,28882.46
2021-06-25,29288.22
2021-06-28,29268.3
2021-06-29,28994.1
2021-06-30,28827.95
2021-07-02,28310.42
2021-07-05,28143.5
2021-07-06,28072.86
2021-07-07,27960.62
2021-07-08,27153.13
2021-07-09,27344.54
2021-07-12,27515.24
2021-07-13,27963.41
2021-07-14,27787.46
2021-07-15,27996.27
2021-07-16,28004.68
2021-07-19,27489.78
2021-07-20,27259.25
2021-07-21,27224.58
2021-07-22,27723.84
2021-07-23,27321.98
2021-07-26,26192.32
2021-07-27,25086.43
2021-07-28,25473.88
2021-07-29,26315.32
2021-07-30,25961.03
2021-08-02,26235.8
2021-08-03,26194.82
2021-08-04,26426.55
2021-08-05,26204.69
2021-08-06,26179.4
2021-08-09,26283.4
2021-08-10,26605.62
2021-08-11,26660.16
2021-08-12,26517.82
2021-08-13,26391.62
2021-08-16,26181.46
2021-08-17,25745.87
2021-08-18,25867.01
2021-08-19,25316.33
2021-08-20,24849.72
2021-08-23,25109.59
2021-08-24,25727.92
2021-08-25,25693.95
2021-08-26,25415.69
2021-08-27,25407.89
2021-08-30,25539.54
2021-08-31,25878.99
2021-09-01,26028.29
2021-09-02,26090.43
2021-09-03,25901.99
2021-09-06,26163.63
2021-09-07,26353.63
2021-09-08,26320.93
2021-09-09,25716
2021-09-10,26205.91
2021-09-13,25813.81
2021-09-14,25502.23
2021-09-15,25033.21
2021-09-16,24667.85
2021-09-17,24920.76
2021-09-20,24099.14
2021-09-21,24221.54
2021-09-23,24510.98
2021-09-24,24192.16
2021-09-27,24208.78
2021-09-28,24500.39
2021-09-29,24663.5
2021-09-30,24575.64
2021-10-04,24036.37
2021-10-05,24104.15
2021-10-06,23966.49
2021-10-07,24701.73
2021-10-08,24837.85
2021-10-11,25325.09
2021-10-12,24962.59
2021-10-15,25330.96
2021-10-18,25409.75
2021-10-19,25787.21
2021-10-20,26136.02
2021-10-21,26017.53
2021-10-22,26126.93
2021-10-25,26132.03
2021-10-26,26038.27
2021-10-27,25628.74
2021-10-28,25555.73
2021-10-29,25377.24
2021-11-01,25154.32
2021-11-02,25099.67
2021-11-03,25024.75
2021-11-04,25225.19
2021-11-05,24870.51
2021-11-08,24763.77
2021-11-09,24813.13
2021-11-10,24996.14
2021-11-11,25247.99
2021-11-12,25327.97
2021-11-15,25390.91
2021-11-16,25713.78
2021-11-17,25650.08
2021-11-18,25319.72
2021-11-19,25049.97
2021-11-22,24951.34
2021-11-23,24651.58
2021-11-24,24685.5
2021-11-25,24740.16
2021-11-26,24080.52
2021-11-29,23852.24
2021-11-30,23475.26
2021-12-01,23658.92
2021-12-02,23788.93
2021-12-03,23766.69
2021-12-06,23349.38
2021-12-07,23983.66
2021-12-08,23996.87
2021-12-09,24254.86
2021-12-10,23995.72
2021-12-13,23954.58
2021-12-14,23635.95
2021-12-15,23420.76
2021-12-16,23475.5
2021-12-17,23192.63
2021-12-20,22744.86
2021-12-21,22971.33
2021-12-22,23102.33
2021-12-23,23193.64
2021-12-24,23223.76
2021-12-28,23280.56
2021-12-29,23086.54
2021-12-30,23112.01
2021-12-31,23397.67
2022-01-03,23274.75
2022-01-04,23289.84
2022-01-05,22907.25
2022-01-06,23072.86
2022-01-07,23493.38
2022-01-10,23746.54
2022-01-11,23739.06
2022-01-12,24402.17
2022-01-13,24429.77
2022-01-14,24383.32
2022-01-17,24218.03
2022-01-18,24112.78
2022-01-19,24127.85
2022-01-20,24952.35
2022-01-21,24965.55
2022-01-24,24656.46
2022-01-25,24243.61
2022-01-26,24289.9
2022-01-27,23807
2022-01-28,23550.08
2022-01-31,23802.26
2022-02-04,24573.29
2022-02-07,24579.55
2022-02-08,24329.49
2022-02-09,24829.99
2022-02-10,24924.35
2022-02-11,24906.66
2022-02-14,24556.57
2022-02-15,24355.71
2022-02-16,24718.9
2022-02-17,24792.77
2022-02-18,24327.71
2022-02-21,24170.07
2022-02-22,23520
2022-02-23,23660.28
2022-02-24,22901.56
2022-02-25,22767.18
2022-02-28,22713.02
2022-03-01,22761.71
2022-03-02,22343.92
2022-03-03,22467.34
2022-03-04,21905.29
2022-03-07,21057.63
2022-03-08,20765.87
2022-03-09,20627.71
2022-03-10,20890.26
2022-03-11,20553.79
2022-03-14,19531.66
2022-03-15,18415.08
2022-03-16,20087.5
2022-03-17,21501.23
2022-03-18,21412.4
2022-03-21,21221.34
2022-03-22,21889.28
2022-03-23,22154.08
2022-03-24,21945.95
2022-03-25,21404.88
2022-03-28,21684.97
2022-03-29,21927.63
2022-03-30,22232.03
2022-03-31,21996.85
2022-04-01,22039.55
2022-04-04,22502.31
2022-04-06,22080.52
2022-04-07,21808.98
2022-04-08,21872.01
2022-04-11,21208.3
2022-04-12,21319.13
2022-04-13,21374.37
2022-04-14,21518.08
2022-04-19,21027.76
2022-04-20,20944.67
2022-04-21,20682.22
2022-04-22,20638.52
2022-04-25,19869.34
2022-04-26,19934.71
2022-04-27,19946.36
2022-04-28,20276.17
2022-04-29,21089.39
2022-05-03,21101.89
2022-05-04,20869.52
2022-05-05,20793.4
2022-05-06,20001.96
2022-05-10,19633.69
2022-05-11,19824.57
2022-05-12,19380.34
2022-05-13,19898.77
2022-05-16,19950.21
2022-05-17,20602.52
2022-05-18,20644.28
2022-05-19,20120.68
2022-05-20,20717.24
2022-05-23,20470.06
2022-05-24,20112.1
2022-05-25,20171.27
2022-05-26,20116.2
2022-05-27,20697.36
2022-05-30,21123.93
2022-05-31,21415.2
2022-06-01,21294.94
2022-06-02,21082.13
2022-06-06,21653.9
2022-06-07,21531.67
2022-06-08,22014.59
2022-06-09,21869.05
2022-06-10,21806.18
2022-06-13,21067.58
2022-06-14,21067.99
2022-06-15,21308.21
2022-06-16,20845.43
2022-06-17,21075
2022-06-20,21163.91
2022-06-21,21559.59
2022-06-22,21008.34
2022-06-23,21273.87
2022-06-24,21719.06
2022-06-27,22229.52
2022-06-28,22418.97
2022-06-29,21996.89
2022-06-30,21859.79
2022-07-04,21830.35
2022-07-05,21853.07
2022-07-06,21586.66
2022-07-07,21643.58
2022-07-08,21725.78
2022-07-11,21124.2
2022-07-12,20844.74
2022-07-13,20797.95
2022-07-14,20751.21
2022-07-15,20297.72
2022-07-18,20846.18
2022-07-19,20661.06
2022-07-20,20890.22
2022-07-21,20574.63
2022-07-22,20609.14
2022-07-25,20562.94
2022-07-26,20905.88
2022-07-27,20670.04
2022-07-28,20622.68
2022-07-29,20156.51
2022-08-01,20165.84
2022-08-02,19689.21
2022-08-03,19767.09
2022-08-04,20174.04
2022-08-05,20201.94
2022-08-08,20045.77
2022-08-09,20003.44
2022-08-10,19610.84
2022-08-11,20082.43
2022-08-12,20175.62
2022-08-15,20040.86
2022-08-16,19830.52
2022-08-17,19922.45
2022-08-18,19763.91
2022-08-19,19773.03
2022-08-22,19656.98
2022-08-23,19503.25
2022-08-24,19268.74
2022-08-25,19968.38
2022-08-26,20170.04
2022-08-29,20023.22
2022-08-30,19949.03
2022-08-31,19954.39
2022-09-01,19597.31
2022-09-02,19452.09
2022-09-05,19225.7
2022-09-06,19202.73
2022-09-07,19044.3
2022-09-08,18854.62
2022-09-09,19362.25
2022-09-13,19326.86
2022-09-14,18847.1
2022-09-15,18930.38
2022-09-16,18761.69
2022-09-19,18565.97
2022-09-20,18781.42
2022-09-21,18444.62
2022-09-22,18147.95
2022-09-23,17933.27
2022-09-26,17855.14
2022-09-27,17860.31
2022-09-28,17250.88
2022-09-29,17165.87
2022-09-30,17222.83
2022-10-03,17079.51
2022-10-05,18087.97
2022-10-06,18012.15
2022-10-07,17740.05
2022-10-10,17216.66
2022-10-11,16832.36
2022-10-12,16701.03
2022-10-13,16389.11
2022-10-14,16587.69
2022-10-17,16612.9
2022-10-18,16914.58
2022-10-19,16511.28
2022-10-20,16280.22
2022-10-21,16211.12
2022-10-24,15180.69
2022-10-25,15165.59
2022-10-26,15317.67
2022-10-27,15427.94
2022-10-28,14863.06
2022-10-31,14687.02
2022-11-01,15455.27
2022-11-02,15827.17
2022-11-03,15339.49
2022-11-04,16161.14
2022-11-07,16595.91
2022-11-08,16557.31
2022-11-09,16358.52
2022-11-10,16081.04
2022-11-11,17325.66
2022-11-14,17619.71
2022-11-15,18343.12
2022-11-16,18256.48
2022-11-17,18045.66
2022-11-18,17992.54
2022-11-21,17655.91
2022-11-22,17424.41
2022-11-23,17523.81
2022-11-24,17660.9
2022-11-25,17573.58
2022-11-28,17297.94
2022-11-29,18204.68
2022-11-30,18597.23
2022-12-01,18736.44
2022-12-02,18675.35
2022-12-05,19518.29
2022-12-06,19441.18
2022-12-07,18814.82
2022-12-08,19450.23
2022-12-09,19900.87
2022-12-12,19463.63
2022-12-13,19596.2
2022-12-14,19673.45
2022-12-15,19368.59
2022-12-16,19450.67
2022-12-19,19352.81
2022-12-20,19094.8
2022-12-21,19160.49
2022-12-22,19679.22
2022-12-23,19593.06
2022-12-28,19898.91
2022-12-29,19741.14
2022-12-30,19781.41
2023-01-03,20145.29
2023-01-04,20793.11
2023-01-05,21052.17
2023-01-06,20991.64
2023-01-09,21388.34
2023-01-10,21331.46
2023-01-11,21436.05
2023-01-12,21514.1
2023-01-13,21738.66
2023-01-16,21746.72
2023-01-17,21577.64
2023-01-18,21678
2023-01-19,21650.98
2023-01-20,22044.65
2023-01-26,22566.78
2023-01-27,22688.9
2023-01-30,22069.73
2023-01-31,21842.33
2023-02-01,22072.18
2023-02-02,21958.36
2023-02-03,21660.47
2023-02-06,21222.16
2023-02-07,21298.7
2023-02-08,21283.52
2023-02-09,21624.36
2023-02-10,21190.42
2023-02-13,21164.42
2023-02-14,21113.76
2023-02-15,20812.17
2023-02-16,20987.67
2023-02-17,20719.81
2023-02-20,20886.96
2023-02-21,20529.49
2023-02-22,20423.84
2023-02-23,20351.35
2023-02-24,20010.04
2023-02-27,19943.51
2023-02-28,19785.94
2023-03-01,20619.71
2023-03-02,20429.46
2023-03-03,20567.54
2023-03-06,20603.19
2023-03-07,20534.48
2023-03-08,20051.25
2023-03-09,19925.74
2023-03-10,19319.92
2023-03-13,19695.97
2023-03-14,19247.96
2023-03-15,19539.87
2023-03-16,19203.91
2023-03-17,19518.59
2023-03-20,19000.71
2023-03-21,19258.76
2023-03-22,19591.43
2023-03-23,20049.64
2023-03-24,19915.68
2023-03-27,19567.69
2023-03-28,19784.65
2023-03-29,20192.4
2023-03-30,20309.13
2023-03-31,20400.11
2023-04-03,20409.18
2023-04-04,20274.59
2023-04-06,20331.2
2023-04-11,20485.24
2023-04-12,20309.86
2023-04-13,20344.48
2023-04-14,20438.81
2023-04-17,20782.45
2023-04-18,20650.51
2023-04-19,20367.76
2023-04-20,20396.97
2023-04-21,20075.73
2023-04-24,19959.94
2023-04-25,19617.88
2023-04-26,19757.27
2023-04-27,19840.28
2023-04-28,19894.57
2023-05-02,19933.81
2023-05-03,19699.16
2023-05-04,19948.73
2023-05-05,20049.31
2023-05-08,20297.03
2023-05-09,19867.58
2023-05-10,19762.2
2023-05-11,19743.79
2023-05-12,19627.24
2023-05-15,19971.13
2023-05-16,19978.25
2023-05-17,19560.57
2023-05-18,19727.25
2023-05-19,19450.57
2023-05-22,19678.17
2023-05-23,19431.25
2023-05-24,19115.93
2023-05-25,18746.92
2023-05-29,18551.11
2023-05-30,18595.78
2023-05-31,18234.27
2023-06-01,18216.91
2023-06-02,18949.94
2023-06-05,19108.5
2023-06-06,19099.28
2023-06-07,19252
2023-06-08,19299.18
2023-06-09,19389.95
2023-06-12,19404.31
2023-06-13,19521.42
2023-06-14,19408.42
2023-06-15,19828.92
2023-06-16,20040.37
2023-06-19,19912.89
2023-06-20,19607.08
2023-06-21,19218.35
2023-06-23,18889.97
2023-06-26,18794.13
2023-06-27,19148.13
2023-06-28,19172.05
2023-06-29,18934.36
2023-06-30,18916.43
2023-07-03,19306.59
2023-07-04,19415.68
