xx,TRADE_DATE,SECURITY_CODE,SECURITY_ABBR,CALL_VOLUME,PUT_VOLUME,TOTAL_VOLUME,LEAVES_CALL_QTY,LEAVES_PUT_QTY,LEAVES_QTY,CJ_PC,CCL_PC
2.02e+13,20160517,510050,50ETF,102091,94616,196707,476673,367560,844233,92.68,77.11
2.02e+13,20160518,510050,50ETF,143495,143418,286913,489679,378031,867710,99.95,77.2
2.02e+13,20160519,510050,50ETF,100214,84629,184843,495515,380317,875832,84.45,76.75
2.02e+13,20160520,510050,50ETF,88321,90366,178687,494400,381228,875628,102.32,77.11
2.02e+13,20160523,510050,50ETF,128101,109777,237878,492042,378990,871032,85.7,77.02
2.02e+13,20160524,510050,50ETF,103964,93244,197208,502524,378837,881361,89.69,75.39
2.02e+13,20160525,510050,50ETF,96915,83977,180892,368774,320676,689450,86.65,86.96
2.02e+13,20160526,510050,50ETF,124801,125472,250273,403959,347607,751566,100.54,86.05
2.02e+13,20160527,510050,50ETF,82224,75318,157542,418754,364112,782866,91.6,86.95
2.02e+13,20160530,510050,50ETF,103817,90446,194263,433673,382769,816442,87.12,88.26
2.02e+13,20160531,510050,50ETF,275404,204926,480330,411660,405951,817611,74.41,98.61
2.02e+13,20160601,510050,50ETF,142426,92272,234698,438796,416576,855372,64.79,94.94
2.02e+13,20160602,510050,50ETF,94322,79203,173525,460228,421623,881851,83.97,91.61
2.02e+13,20160603,510050,50ETF,133430,101665,235095,475852,434330,910182,76.19,91.27
2.02e+13,20160606,510050,50ETF,98692,76221,174913,490534,443118,933652,77.23,90.33
2.02e+13,20160607,510050,50ETF,78289,54163,132452,508515,451032,959547,69.18,88.7
2.02e+13,20160608,510050,50ETF,96035,87967,184002,526929,459343,986272,91.6,87.17
2.02e+13,20160613,510050,50ETF,166135,148208,314343,546830,455532,1002362,89.21,83.3
2.02e+13,20160614,510050,50ETF,160809,147591,308400,548382,452055,1000437,91.78,82.43
2.02e+13,20160615,510050,50ETF,219580,178271,397851,549006,461434,1010440,81.19,84.05
2.02e+13,20160616,510050,50ETF,134960,113841,248801,556285,463968,1020253,84.35,83.4
2.02e+13,20160617,510050,50ETF,169093,123695,292788,544368,464276,1008644,73.15,85.29
2.02e+13,20160620,510050,50ETF,132776,105987,238763,547042,465454,1012496,79.82,85.09
2.02e+13,20160621,510050,50ETF,177473,122335,299808,537688,468440,1006128,68.93,87.12
2.02e+13,20160622,510050,50ETF,124753,88798,213551,329404,306143,635547,71.18,92.94
2.02e+13,20160623,510050,50ETF,84675,78842,163517,352790,331538,684328,93.11,93.98
2.02e+13,20160624,510050,50ETF,158969,182525,341494,374666,362131,736797,114.82,96.65
2.02e+13,20160627,510050,50ETF,97480,92826,190306,390150,368770,758920,95.23,94.52
2.02e+13,20160628,510050,50ETF,95510,88864,184374,405036,384717,789753,93.04,94.98
2.02e+13,20160629,510050,50ETF,126449,102695,229144,413808,396490,810298,81.21,95.81
2.02e+13,20160630,510050,50ETF,102743,97954,200697,409415,414022,823437,95.34,101.13
2.02e+13,20160701,510050,50ETF,84515,75600,160115,418558,433053,851611,89.45,103.46
2.02e+13,20160704,510050,50ETF,204563,159844,364407,413175,448205,861380,78.14,108.48
2.02e+13,20160705,510050,50ETF,144006,111056,255062,428362,463517,891879,77.12,108.21
2.02e+13,20160706,510050,50ETF,119146,105902,225048,434805,473462,908267,88.88,108.89
2.02e+13,20160707,510050,50ETF,123159,93923,217082,442657,487287,929944,76.26,110.08
2.02e+13,20160708,510050,50ETF,102819,86591,189410,456184,491426,947610,84.22,107.73
2.02e+13,20160711,510050,50ETF,199477,163798,363275,448748,497493,946241,82.11,110.86
2.02e+13,20160712,510050,50ETF,284157,220188,504345,438438,501329,939767,77.49,114.34
2.02e+13,20160713,510050,50ETF,338671,215783,554454,434675,498761,933436,63.71,114.74
2.02e+13,20160714,510050,50ETF,134111,101988,236099,457390,510315,967705,76.05,111.57
2.02e+13,20160715,510050,50ETF,131760,104195,235955,466988,509372,976360,79.08,109.08
2.02e+13,20160718,510050,50ETF,147444,105654,253098,478941,518435,997376,71.66,108.25
2.02e+13,20160719,510050,50ETF,199056,174442,373498,496020,519328,1015348,87.63,104.7
2.02e+13,20160720,510050,50ETF,115210,101699,216909,509562,524470,1034032,88.27,102.93
2.02e+13,20160721,510050,50ETF,156111,115087,271198,508695,528493,1037188,73.72,103.89
2.02e+13,20160722,510050,50ETF,149181,119958,269139,522846,523069,1045915,80.41,100.04
2.02e+13,20160725,510050,50ETF,145350,100566,245916,525740,521647,1047387,69.19,99.22
2.02e+13,20160726,510050,50ETF,193567,123704,317271,519214,527302,1046516,63.91,101.56
2.02e+13,20160727,510050,50ETF,300552,239071,539623,429144,367149,796293,79.54,85.55
2.02e+13,20160728,510050,50ETF,178637,160035,338672,453631,395010,848641,89.59,87.08
2.02e+13,20160729,510050,50ETF,94582,94959,189541,466524,410965,877489,100.4,88.09
2.02e+13,20160801,510050,50ETF,127696,125578,253274,482753,430725,913478,98.34,89.22
2.02e+13,20160802,510050,50ETF,105401,92704,198105,496637,442707,939344,87.95,89.14
2.02e+13,20160803,510050,50ETF,107839,87595,195434,508837,451398,960235,81.23,88.71
2.02e+13,20160804,510050,50ETF,138680,122393,261073,516771,458191,974962,88.26,88.66
2.02e+13,20160805,510050,50ETF,132592,104913,237505,532519,471520,1004039,79.12,88.55
2.02e+13,20160808,510050,50ETF,125912,116778,242690,543791,482746,1026537,92.75,88.77
2.02e+13,20160809,510050,50ETF,152096,132869,284965,544907,499933,1044840,87.36,91.75
2.02e+13,20160810,510050,50ETF,122582,94621,217203,550674,510789,1061463,77.19,92.76
2.02e+13,20160811,510050,50ETF,279655,212547,492202,538901,523800,1062701,76.0,97.2
2.02e+13,20160812,510050,50ETF,294182,218572,512754,515612,540183,1055795,74.3,104.77
2.02e+13,20160815,510050,50ETF,620942,426784,1047726,430309,566147,996456,68.73,131.57
2.02e+13,20160816,510050,50ETF,394827,245722,640549,493420,584139,1077559,62.24,118.39
2.02e+13,20160817,510050,50ETF,246084,152233,398317,530599,596416,1127015,61.86,112.4
2.02e+13,20160818,510050,50ETF,236657,155083,391740,561291,606634,1167925,65.53,108.08
2.02e+13,20160819,510050,50ETF,188047,127472,315519,575532,608310,1183842,67.79,105.7
2.02e+13,20160822,510050,50ETF,156006,113496,269502,576240,607040,1183280,72.75,105.34
2.02e+13,20160823,510050,50ETF,232581,138598,371179,570601,600942,1171543,59.59,105.32
2.02e+13,20160824,510050,50ETF,222274,136727,359001,472893,443704,916597,61.51,93.83
2.02e+13,20160825,510050,50ETF,215673,164993,380666,533475,477731,1011206,76.5,89.55
2.02e+13,20160826,510050,50ETF,181767,123891,305658,561043,494877,1055920,68.16,88.21
2.02e+13,20160829,510050,50ETF,174001,103479,277480,592035,504022,1096057,59.47,85.13
2.02e+13,20160830,510050,50ETF,171888,95426,267314,613075,515474,1128549,55.52,84.08
2.02e+13,20160831,510050,50ETF,181130,92475,273605,633393,528848,1162241,51.05,83.49
2.02e+13,20160901,510050,50ETF,162135,89550,251685,658868,540294,1199162,55.23,82.0
2.02e+13,20160902,510050,50ETF,149444,96087,245531,665414,545118,1210532,64.3,81.92
2.02e+13,20160905,510050,50ETF,173840,102311,276151,685071,558177,1243248,58.85,81.48
2.02e+13,20160906,510050,50ETF,208211,126292,334503,704376,568910,1273286,60.66,80.77
2.02e+13,20160907,510050,50ETF,167735,106033,273768,711815,579258,1291073,63.21,81.38
2.02e+13,20160908,510050,50ETF,105093,70156,175249,729052,588208,1317260,66.76,80.68
2.02e+13,20160909,510050,50ETF,159365,103950,263315,738196,594342,1332538,65.23,80.51
2.02e+13,20160912,510050,50ETF,335749,256764,592513,772228,600887,1373115,76.47,77.81
2.02e+13,20160913,510050,50ETF,188238,116665,304903,782002,599021,1381023,61.98,76.6
2.02e+13,20160914,510050,50ETF,145463,118961,264424,794477,597758,1392235,81.78,75.24
2.02e+13,20160919,510050,50ETF,175080,124353,299433,789584,594628,1384212,71.03,75.31
2.02e+13,20160920,510050,50ETF,117254,89583,206837,796900,600401,1397301,76.4,75.34
2.02e+13,20160921,510050,50ETF,146205,106042,252247,802644,601919,1404563,72.53,74.99
2.02e+13,20160922,510050,50ETF,256500,180870,437370,786570,598369,1384939,70.51,76.07
2.02e+13,20160923,510050,50ETF,154144,107267,261411,788784,600765,1389549,69.59,76.16
2.02e+13,20160926,510050,50ETF,200308,178421,378729,800848,596025,1396873,89.07,74.42
2.02e+13,20160927,510050,50ETF,213544,175441,388985,804171,590737,1394908,82.16,73.46
2.02e+13,20160928,510050,50ETF,155807,120158,275965,500382,401913,902295,77.12,80.32
2.02e+13,20160929,510050,50ETF,143243,95538,238781,542137,422676,964813,66.7,77.96
2.02e+13,20160930,510050,50ETF,123219,77609,200828,570821,445482,1016303,62.98,78.04
2.02e+13,20161010,510050,50ETF,229011,150744,379755,590044,470355,1060399,65.82,79.72
2.02e+13,20161011,510050,50ETF,152649,99784,252433,600856,486935,1087791,65.37,81.04
2.02e+13,20161012,510050,50ETF,114432,86764,201196,626873,505854,1132727,75.82,80.69
2.02e+13,20161013,510050,50ETF,137804,88151,225955,641229,516363,1157592,63.97,80.53
2.02e+13,20161014,510050,50ETF,189566,126984,316550,653377,533312,1186689,66.99,81.62
2.02e+13,20161017,510050,50ETF,203802,155616,359418,677374,549316,1226690,76.36,81.09
2.02e+13,20161018,510050,50ETF,327670,208740,536410,662626,558155,1220781,63.7,84.23
2.02e+13,20161019,510050,50ETF,270812,167170,437982,667136,563113,1230249,61.73,84.41
2.02e+13,20161020,510050,50ETF,163532,107734,271266,673989,564984,1238973,65.88,83.83
2.02e+13,20161021,510050,50ETF,301969,219362,521331,659741,565021,1224762,72.64,85.64
2.02e+13,20161024,510050,50ETF,548359,340514,888873,618533,586574,1205107,62.1,94.83
2.02e+13,20161025,510050,50ETF,228915,150431,379346,632301,596376,1228677,65.71,94.32
2.02e+13,20161026,510050,50ETF,235275,136689,371964,541533,489760,1031293,58.1,90.44
2.02e+13,20161027,510050,50ETF,190737,150587,341324,579083,526838,1105921,78.95,90.98
2.02e+13,20161028,510050,50ETF,290805,173959,464764,600780,545499,1146279,59.82,90.8
2.02e+13,20161031,510050,50ETF,200145,146218,346363,624888,551549,1176437,73.06,88.26
2.02e+13,20161101,510050,50ETF,211832,127254,339086,641764,567967,1209731,60.07,88.5
2.02e+13,20161102,510050,50ETF,197023,139238,336261,673833,579014,1252847,70.67,85.93
2.02e+13,20161103,510050,50ETF,425433,263604,689037,653389,598079,1251468,61.96,91.53
2.02e+13,20161104,510050,50ETF,251967,134283,386250,663213,613821,1277034,53.29,92.55
2.02e+13,20161107,510050,50ETF,172167,111617,283784,665559,626032,1291591,64.83,94.06
