,上证50,上证50,上证50,上证50,上证50,上证50,上证50,上证50
,C成交量,P成交量,总成交量,C持仓量,P持仓量,总持仓量,P/C成交,P/C持仓
2018-11-23,906487,780743,1687230,1487760,1049344,2537104,86,71
2018-11-26,981490,822469,1803959,1463542,1011209,2474751,84,69
2018-11-27,861285,690832,1552117,1486716,981052,2467768,80,66
2018-11-28,850832,708820,1559652,795879,637570,1433449,83,80
2018-11-29,593687,488039,1081726,928471,735600,1664071,82,79
2018-11-30,581372,532452,1113824,923243,778606,1701849,92,84
2018-12-03,736126,663182,1399308,966091,833925,1800016,90,86
2018-12-04,520104,502614,1022718,1018857,881835,1900692,97,87
2018-12-05,474048,470988,945036,1061249,927982,1989231,99,87
2018-12-06,657736,662309,1320045,1144984,915948,2060932,101,80
2018-12-07,415632,347015,762647,1198611,926626,2125237,83,77
2018-12-10,655256,516988,1172244,1267032,965396,2232428,79,76
2018-12-11,385468,295360,680828,1334863,1003765,2338628,77,75
2018-12-12,448640,357955,806595,1358023,1036854,2394877,80,76
2018-12-13,823032,696659,1519691,1290547,1044643,2335190,85,81
2018-12-14,593487,522288,1115775,1365021,1036949,2401970,88,76
2018-12-17,560830,485542,1046372,1440605,1073010,2513615,87,74
2018-12-18,826601,710070,1536671,1532277,1087807,2620084,86,71
2018-12-19,828521,668136,1496657,1584820,1084941,2669761,81,68
2018-12-20,1222255,1298060,2520315,1688990,1042908,2731898,106,62
2018-12-21,1186728,1260916,2447644,1779872,994514,2774386,106,56
2018-12-24,1078213,796505,1874718,1762948,992561,2755509,74,56
2018-12-25,1339389,1281469,2620858,1738027,924927,2662954,96,53
2018-12-26,788142,743744,1531886,946107,700650,1646757,94,74
2018-12-27,851224,588297,1439521,1115526,760320,1875846,69,68
2018-12-28,669499,512536,1182035,1170223,788427,1958650,77,67
2019-01-02,800027,628206,1428233,1291596,798890,2090486,79,62
2019-01-03,698394,588185,1286579,1336472,836616,2173088,84,63
2019-01-04,1170437,902197,2072634,1327876,882980,2210856,77,66
2019-01-07,767922,561322,1329244,1406029,916236,2322265,73,65
2019-01-08,494184,377110,871294,1432753,942100,2374853,76,66
2019-01-09,1136035,946415,2082450,1362926,975830,2338756,83,72
2019-01-10,723970,651210,1375180,1359487,1008980,2368467,90,74
2019-01-11,816801,711597,1528398,1356637,1055157,2411794,87,78
2019-01-14,615865,515548,1131413,1418864,1046198,2465062,84,74
2019-01-15,1088612,972513,2061125,1347538,1145456,2492994,89,85
2019-01-16,663396,619762,1283158,1364052,1166343,2530395,93,86
2019-01-17,976909,913170,1890079,1362052,1163626,2525678,93,85
2019-01-18,1419893,1164841,2584734,1276641,1270059,2546700,82,99
2019-01-21,1173893,989108,2163001,1262812,1323764,2586576,84,105
2019-01-22,829124,818687,1647811,1281705,1258350,2540055,99,98
2019-01-23,782307,665622,1447929,860758,800406,1661164,85,93
2019-01-24,724164,706883,1431047,931758,890655,1822413,98,96
2019-01-25,812765,749455,1562220,949318,998769,1948087,92,105
2019-01-28,843970,752326,1596296,997091,1014259,2011350,89,102
2019-01-29,790742,759884,1550626,1009574,1081118,2090692,96,107
2019-01-30,629325,538061,1167386,1029589,1091192,2120781,85,106
2019-01-31,839992,690076,1530068,1003285,1163337,2166622,82,116
2019-02-01,766975,676791,1443766,978531,1175118,2153649,88,120
2019-02-11,848453,816980,1665433,1011313,1251967,2263280,96,124
2019-02-12,677002,665494,1342496,1065121,1314660,2379781,98,123
2019-02-13,1322784,1180430,2503214,1004818,1421308,2426126,89,141
2019-02-14,1069900,820253,1890153,1022736,1415720,2438456,77,138
2019-02-15,1238359,1067594,2305953,1120935,1309597,2430532,86,117
2019-02-18,1173909,959193,2133102,1086302,1377647,2463949,82,127
2019-02-19,1600875,1275546,2876421,1128257,1444227,2572484,80,128
2019-02-20,1035477,894163,1929640,1161918,1492400,2654318,86,128
2019-02-21,1468242,1444879,2913121,1150848,1522419,2673267,98,132
2019-02-22,1541319,1426539,2967858,1083866,1535697,2619563,93,142
2019-02-25,2876122,2434363,5310485,794635,1612974,2407609,85,203
2019-02-26,2234679,1943857,4178536,968491,1682399,2650890,87,174
2019-02-27,1768470,1435747,3204217,866214,1164191,2030405,81,134
2019-02-28,959695,941456,1901151,997416,1240211,2237627,98,124
2019-03-01,1308502,1016009,2324511,996728,1298225,2294953,78,130
2019-03-04,2194844,1594898,3789742,974997,1467029,2442026,73,150
2019-03-05,1105234,865484,1970718,1079410,1517989,2597399,78,141
2019-03-06,1353458,1014588,2368046,1140712,1577974,2718686,75,138
2019-03-07,1311853,1258455,2570308,1231068,1590073,2821141,96,129
2019-03-08,1566475,1845197,3411672,1444905,1451507,2896412,118,100
2019-03-11,1506409,1281224,2787633,1495746,1477061,2972807,85,99
2019-03-12,1492229,1215411,2707640,1479885,1518574,2998459,81,103
2019-03-13,1347404,1190391,2537795,1462572,1595728,3058300,88,109
2019-03-14,1069642,999717,2069359,1491114,1635584,3126698,93,110
2019-03-15,1473630,1350505,2824135,1450330,1623015,3073345,92,112
2019-03-18,1746724,1456979,3203703,1289764,1688722,2978486,83,131
2019-03-19,1291415,1041334,2332749,1379512,1691516,3071028,81,123
2019-03-20,1359584,1231262,2590846,1415311,1720354,3135665,91,122
2019-03-21,1178026,990758,2168784,1481675,1706691,3188366,84,115
2019-03-22,1369326,1257689,2627015,1497001,1676965,3173966,92,112
2019-03-25,1556914,1518051,3074965,1540713,1566456,3107169,98,102
2019-03-26,1293228,1239879,2533107,1581069,1489206,3070275,96,94
2019-03-27,1252660,1045851,2298511,884773,833179,1717952,83,94
2019-03-28,823287,778621,1601908,1001162,968893,1970055,95,97
2019-03-29,1770754,1198408,2969162,930756,1083953,2014709,68,116
2019-04-01,1481790,952060,2433850,911749,1219067,2130816,64,134
2019-04-02,1007695,577920,1585615,1024266,1291417,2315683,57,126
2019-04-03,1128165,824778,1952943,1047545,1383662,2431207,73,132
2019-04-04,1700929,1063374,2764303,1107549,1522340,2629889,63,137
2019-04-08,1687768,1184101,2871869,1233158,1630528,2863686,70,132
2019-04-09,1165286,992001,2157287,1263142,1698431,2961573,85,134
2019-04-10,1186170,1197785,2383955,1305490,1773251,3078741,101,136
2019-04-11,1552660,1566654,3119314,1435920,1737948,3173868,101,121
2019-04-12,1255520,1231897,2487417,1500715,1667329,3168044,98,111
2019-04-15,2091145,1477673,3568818,1514596,1666874,3181470,71,110
2019-04-16,2356628,1777071,4133699,1396577,1720761,3117338,75,123
2019-04-17,1796704,1316665,3113369,1504508,1724331,3228839,73,115
2019-04-18,1171598,940643,2112241,1555367,1752458,3307825,80,113
2019-04-19,2238447,1504245,3742692,1535583,1758005,3293588,67,114
2019-04-22,2267754,1783282,4051036,1698802,1713667,3412469,79,101
2019-04-23,1653292,1314945,2968237,1613471,1730197,3343668,80,107
2019-04-24,1719652,1535936,3255588,1198036,1140641,2338677,89,95
2019-04-25,1153785,1040181,2193966,1426143,1277636,2703779,90,90
2019-04-26,1305321,1154072,2459393,1593238,1343938,2937176,88,84
2019-04-29,1531344,1250911,2782255,1507887,1374551,2882438,82,91
2019-04-30,1008520,849165,1857685,1580210,1402975,2983185,84,89
2019-05-06,1961605,2181464,4143069,1827519,1322346,3149865,111,72
2019-05-07,870800,1360753,2231553,1739577,1354598,3094175,156,78
2019-05-08,1421658,1394164,2815822,1915852,1369042,3284894,98,71
2019-05-09,916302,1891476,2807778,1953146,1352472,3305618,206,69
2019-05-10,2596744,2136875,4733619,1962432,1403091,3365523,82,71
2019-05-13,1378374,1078409,2456783,2084119,1424333,3508452,78,68
2019-05-14,1412600,1126253,2538853,2138110,1442468,3580578,80,67
2019-05-15,1658373,1342877,3001250,1991232,1474369,3465601,81,74
2019-05-16,1084566,938287,2022853,1980809,1496208,3477017,87,76
2019-05-17,1547651,1481301,3028952,2051013,1446335,3497348,96,71
2019-05-20,1693651,1576289,3269940,2161279,1435115,3596394,93,66
2019-05-21,1688154,1227385,2915539,2073973,1400827,3474800,73,68
2019-05-22,1284905,1115975,2400880,1223334,1064078,2287412,87,87
2019-05-23,1154875,1100854,2255729,1373922,1156255,2530177,95,84
2019-05-24,1020338,869914,1890252,1433024,1191244,2624268,85,83
2019-05-27,1442998,1181991,2624989,1526240,1241840,2768080,82,81
2019-05-28,1232222,967926,2200148,1514622,1282760,2797382,79,85
2019-05-29,1195332,1019883,2215215,1536721,1360721,2897442,85,89
2019-05-30,1082873,1093442,2176315,1614981,1330056,2945037,101,82
2019-05-31,1139577,966650,2106227,1661487,1350654,3012141,85,81
2019-06-03,1342604,1138919,2481523,1703640,1406444,3110084,85,83
2019-06-04,892329,820341,1712670,1836935,1430970,3267905,92,78
2019-06-05,1000561,803573,1804134,1872625,1458502,3331127,80,78
2019-06-06,977260,861464,1838724,1933026,1476445,3409471,88,76
2019-06-10,1173802,1084739,2258541,1878871,1570570,3449441,92,84
2019-06-11,2131586,1658954,3790540,1708019,1679683,3387702,78,98
2019-06-12,1032714,884202,1916916,1802489,1651403,3453892,86,92
2019-06-13,1345080,1027984,2373064,1890833,1636906,3527739,76,87
2019-06-14,1117659,853411,1971070,1920272,1648615,3568887,76,86
2019-06-17,1202108,1025078,2227186,1917826,1667362,3585188,85,87
2019-06-18,1097287,942335,2039622,1922236,1710700,3632936,86,89
2019-06-19,2370989,1496505,3867494,1702782,1656950,3359732,63,97
2019-06-20,3833208,2433482,6266690,1507865,1851340,3359205,63,123
2019-06-21,2098687,1246281,3344968,1660374,1821176,3481550,59,110
2019-06-24,1470669,1053708,2524377,1681425,1827428,3508853,72,109
2019-06-25,2260119,2037753,4297872,1812409,1715275,3527684,90,95
2019-06-26,1095262,933662,2028924,1323357,1022248,2345605,85,77
2019-06-27,1485758,971252,2457010,1429381,1151817,2581198,65,81
2019-06-28,988970,848149,1837119,1553288,1246460,2799748,86,80
2019-07-01,1997931,1341081,3339012,1613523,1354241,2967764,67,84
2019-07-02,869589,647023,1516612,1685686,1446033,3131719,74,86
2019-07-03,1036662,850423,1887085,1787562,1459719,3247281,82,82
2019-07-04,1088972,874484,1963456,1901054,1481544,3382598,80,78
2019-07-05,973583,705049,1678632,1921109,1518293,3439402,72,79
2019-07-08,1783365,1697606,3480971,2070510,1464629,3535139,95,71
2019-07-09,1193176,932569,2125745,2130335,1461728,3592063,78,69
2019-07-10,1008294,819076,1827370,2137907,1491469,3629376,81,70
2019-07-11,1622254,1162582,2784836,2181029,1536204,3717233,72,70
2019-07-12,1499785,1181435,2681220,2117878,1593294,3711172,79,75
2019-07-15,2006890,1649385,3656275,2211382,1592898,3804280,82,72
2019-07-16,1007714,783405,1791119,2338534,1603716,3942250,78,69
2019-07-17,1203805,819623,2023428,2371042,1641936,4012978,68,69
2019-07-18,1108785,848845,1957630,2400933,1647876,4048809,77,69
2019-07-19,1938586,1227439,3166025,2345706,1682603,4028309,63,72
2019-07-22,1839480,1209953,3049433,2307636,1678769,3986405,66,73
2019-07-23,1304195,895977,2200172,2227682,1614534,3842216,69,72
2019-07-24,1876333,1176347,3052680,1253354,1056741,2310095,63,84
2019-07-25,966129,810931,1777060,1333151,1205239,2538390,84,90
2019-07-26,688008,590545,1278553,1370329,1302378,2672707,86,95
2019-07-29,570678,538290,1108968,1417548,1325227,2742775,94,93
2019-07-30,902678,707524,1610202,1479267,1380102,2859369,78,93
2019-07-31,911859,857916,1769775,1634911,1397343,3032254,94,85
2019-08-01,1246409,1007668,2254077,1718994,1453592,3172586,81,85
2019-08-02,1267360,1281935,2549295,1776505,1432524,3209029,101,81
2019-08-05,1623721,1566642,3190363,1981738,1445497,3427235,96,73
2019-08-06,1883995,2054067,3938062,2097085,1503044,3600129,109,72
2019-08-07,1262801,926940,2189741,2188785,1561058,3749843,73,71
2019-08-08,1263496,1075738,2339234,2186951,1646318,3833269,85,75
2019-08-09,1071517,936876,2008393,2216026,1678630,3894656,87,76
2019-08-12,1244098,1144584,2388682,2152305,1830873,3983178,92,85
2019-08-13,830169,791615,1621784,2218399,1836797,4055196,95,83
2019-08-14,1172147,990692,2162839,2260174,1841582,4101756,85,81
2019-08-15,1519768,1555724,3075492,2220703,1910174,4130877,102,86
2019-08-16,1807600,1483379,3290979,2153000,1939461,4092461,82,90
2019-08-19,2209940,1799810,4009750,2033159,2013655,4046814,81,99
2019-08-20,1345632,1080929,2426561,2076158,1990975,4067133,80,96
2019-08-21,840026,812097,1652123,2093979,1979004,4072983,97,95
2019-08-22,1135261,992807,2128068,2125147,1982391,4107538,87,93
2019-08-23,2450795,1720133,4170928,1907981,2050461,3958442,70,107
2019-08-26,1710242,1705462,3415704,1999704,1942414,3942118,100,97
2019-08-27,2058760,1576833,3635593,1922945,1964994,3887939,77,102
2019-08-28,1307217,1132777,2439994,1379415,1343534,2722949,87,97
2019-08-29,1238220,1140671,2378891,1572455,1480186,3052641,92,94
2019-08-30,1217445,1059174,2276619,1612095,1562257,3174352,87,97
2019-09-02,1220255,1150451,2370706,1609070,1681299,3290369,94,104
2019-09-03,775088,692198,1467286,1680763,1737797,3418560,89,103
2019-09-04,1489125,1391720,2880845,1665130,1861518,3526648,93,112
2019-09-05,2923494,1978117,4901611,1644413,1934250,3578663,68,118
2019-09-06,1454336,1089237,2543573,1685397,1999011,3684408,75,119
2019-09-09,1825595,1184142,3009737,1946500,2098469,4044969,65,108
2019-09-10,1075830,821554,1897384,2066385,2121407,4187792,76,103
2019-09-11,1474322,1023121,2497443,2195659,2123449,4319108,69,97
2019-09-12,1519132,1176709,2695841,2103982,2118808,4222790,77,101
2019-09-16,1312261,985138,2297399,2227298,2148188,4375486,75,96
2019-09-17,1829521,1469740,3299261,2363108,2068546,4431654,80,88
2019-09-18,1467160,1100530,2567690,2294326,2077096,4371422,75,91
2019-09-19,1254973,1028132,2283105,2301224,2052265,4353489,82,89
2019-09-20,1195797,976326,2172123,2255151,2062119,4317270,82,91
2019-09-23,1528865,1445625,2974490,2321790,1968505,4290295,95,85
2019-09-24,1592134,1164813,2756947,2235230,1931133,4166363,73,86
2019-09-25,1219178,989048,2208226,1425173,1085454,2510627,81,76
2019-09-26,1099057,931105,2030162,1593708,1216933,2810641,85,76
2019-09-27,850537,759391,1609928,1709445,1281274,2990719,89,75
2019-09-30,1184482,876730,2061212,1870570,1370558,3241128,74,73
2019-10-08,1391166,1149231,2540397,1879180,1423296,3302476,83,76
2019-10-09,1224468,961697,2186165,1943223,1442054,3385277,79,74
2019-10-10,1165987,892952,2058939,1932390,1502771,3435161,77,78
2019-10-11,2119136,1578118,3697254,1833249,1601130,3434379,74,87
2019-10-14,2342476,1808560,4151036,1885073,1688387,3573460,77,90
2019-10-15,970420,856044,1826464,1911644,1733963,3645607,88,91
2019-10-16,1880041,1449770,3329811,1939239,1785452,3724691,77,92
2019-10-17,1206520,890068,2096588,1968683,1808954,3777637,74,92
2019-10-18,2323674,1901315,4224989,2116064,1722583,3838647,82,81
2019-10-21,1455349,1115475,2570824,2120485,1752824,3873309,77,83
2019-10-22,1453570,1143496,2597066,2118750,1778865,3897615,79,84
2019-10-23,1275389,1148391,2423780,1469577,1318555,2788132,90,90
2019-10-24,1404390,1123481,2527871,1634705,1454105,3088810,80,89
2019-10-25,1398747,1221627,2620374,1699496,1525679,3225175,87,90
